year,topic
2025,-1
2025,0
2025,1
2025,-1
2025,8
2025,3
2025,8
2025,1
2025,1
2025,-1
2025,-1
2025,-1
2025,-1
2025,1
2025,0
2025,14
2025,-1
2025,13
2025,5
2025,-1
2025,10
2025,23
2025,18
2025,22
2025,1
2025,0
2025,9
2025,10
2025,4
2025,1
2025,10
2025,10
2025,-1
2025,9
2025,-1
2025,-1
2025,1
2025,2
2025,2
2025,0
2025,11
2025,-1
2025,11
2025,-1
2025,18
2025,2
2025,0
2025,2
2025,11
2025,1
2025,5
2025,5
2025,-1
2025,7
2025,24
2025,8
2025,0
2025,-1
2025,0
2025,8
2025,2
2025,1
2025,10
2025,32
2025,0
2025,26
2025,31
2025,0
2025,20
2025,9
2025,0
2025,4
2025,-1
2025,-1
2025,11
2025,0
2025,0
2025,1
2025,4
2025,10
2025,4
2025,0
2025,1
2025,-1
2025,-1
2025,18
2025,0
2025,14
2025,1
2025,0
2025,-1
2025,4
2025,-1
2025,-1
2025,1
2025,-1
2025,3
2025,0
2025,2
2025,21
2025,28
2025,12
2025,23
2025,0
2025,8
2025,2
2025,1
2025,-1
2025,0
2025,4
2025,1
2025,3
2025,-1
2025,10
2025,10
2025,1
2025,11
2025,1
2025,13
2025,-1
2025,1
2025,0
2025,8
2025,23
2025,-1
2025,-1
2025,1
2025,0
2025,0
2025,0
2025,14
2025,10
2025,1
2025,0
2025,0
2025,15
2025,3
2025,-1
2025,-1
2025,0
2025,1
2025,26
2025,4
2025,13
2025,-1
2025,0
2025,-1
2025,3
2025,-1
2025,-1
2025,0
2025,2
2025,3
2025,0
2025,-1
2025,7
2025,-1
2025,0
2025,-1
2025,-1
2025,-1
2025,-1
2025,-1
2025,30
2025,0
2025,2
2025,1
2025,11
2025,31
2025,-1
2025,-1
2025,18
2025,12
2025,9
2025,24
2025,12
2025,-1
2025,-1
2025,30
2025,-1
2025,-1
2025,-1
2025,8
2025,0
2025,-1
2025,4
2025,0
2025,-1
2025,0
2025,0
2025,4
2025,0
2025,-1
2025,23
2025,33
2025,13
2025,13
2025,30
2025,-1
2025,8
2025,4
2025,0
2025,11
2025,0
2025,-1
2025,9
2025,2
2025,33
2025,1
2025,-1
2025,7
2025,1
2025,-1
2025,6
2025,0
2025,-1
2025,-1
2025,17
2025,2
2025,1
2025,18
2025,0
2025,1
2025,32
2025,-1
2025,1
2025,-1
2025,29
2025,-1
2025,3
2025,-1
2025,-1
2025,-1
2025,1
2025,1
2025,-1
2025,5
2025,-1
2025,1
2025,-1
2025,-1
2025,3
2025,-1
2025,1
2025,-1
2025,-1
2025,1
2025,23
2025,-1
2025,-1
2025,4
2025,3
2025,1
2025,8
2025,0
2025,-1
2025,3
2025,3
2025,3
2025,1
2025,3
2025,-1
2025,-1
2025,-1
2025,-1
2025,2
2025,3
2025,30
2025,0
2025,1
2025,13
2025,2
2025,-1
2025,3
2025,1
2025,30
2025,12
2025,3
2025,2
2025,2
2025,-1
2025,9
2025,7
2025,-1
2025,8
2025,0
2025,5
2025,3
2025,7
2025,2
2025,2
2025,6
2025,1
2025,30
2025,8
2025,-1
2025,1
2025,17
2025,-1
2025,-1
2025,-1
2025,-1
2025,-1
2025,-1
2025,2
2025,2
2025,18
2025,-1
2025,8
2025,9
2025,14
2025,-1
2025,2
2025,-1
2025,8
2025,13
2025,16
2025,-1
2025,13
2025,17
2025,7
2025,20
2025,-1
2025,6
2025,8
2025,-1
2025,0
2025,8
2025,-1
2025,0
2025,-1
2025,-1
2025,18
2025,-1
2025,8
2025,6
2025,11
2025,6
2025,5
2025,0
2025,3
2025,7
2025,6
2025,6
2025,3
2025,8
2025,3
2025,9
2025,0
2025,4
2025,11
2025,0
2025,0
2025,3
2025,5
2025,3
2025,24
2025,2
2025,8
2025,0
2025,-1
2025,2
2025,15
2025,0
2025,25
2025,0
2025,17
2025,0
2025,1
2025,11
2025,-1
2025,1
2025,1
2025,0
2025,9
2025,-1
2025,0
2025,-1
2025,0
2025,28
2025,-1
2025,13
2025,0
2025,23
2025,14
2025,0
2025,-1
2025,1
2025,5
2025,-1
2025,6
2025,1
2025,0
2025,0
2025,4
2025,0
2025,10
2025,23
